ASIN,Book Title,Amazon Link,Episode Count,Episode Numbers
"8193197690","Between the Buyer and the Seller","https://www.amazon.in/Between-Buyer-Seller-Karthik-Shashidhar/dp/8193197690/ref=sr_1_1?ie=UTF8",3,"33;34;36"
"9386797003","My Daughter'S Mum - Reissue","https://www.amazon.in/My-Daughters-Mum-Natasha-Badhwar/dp/9386797003/ref=sr_1_1?ie=UTF8",1,"43"
"9386228459","HOW THE BJP WINS: Inside India’s Greatest Election Machine","https://www.amazon.in/gp/product/9386228459/ref=oh_aui_detailpage_o06_s00?ie=UTF8",12,"45;214;214;223;233;233;247;247;283;283;318;318"
"813211342X","Easy Money: Evolution of Money from Robinson Crusoe to the First World War","https://www.amazon.in/Easy-Money-Evolution-Robinson-Crusoe/dp/813211342X/ref=pd_cp_14_3?_encoding=UTF8",1,"56"
"8132113438","Easy Money: Evolution of the Global Financial System to the Great Bubble Burst","https://www.amazon.in/Easy-Money-Evolution-Global-Financial/dp/8132113438/ref=pd_cp_14_2?_encoding=UTF8",1,"56"
"8132113446","Easy Money: The Greatest Ponzi Scheme Ever and How It Is Set to Destroy the Global Financial System","https://www.amazon.in/Easy-Money-Greatest-Destroy-Financial/dp/8132113446/ref=sr_1_1?ie=UTF8",1,"56"
"B07BFMJW18","The Easy Money Trilogy","https://www.amazon.in/Easy-Money-Evolution-Robinson-Crusoe-ebook/dp/B07BFMJW18/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"71"
"8183285244","The Strategy Trap: India and Pakistan Under the Nuclear Shadow","https://www.amazon.in/Strategy-Trap-Pakistan-Nuclear-Shadow/dp/8183285244/ref=sr_1_1?s=books",1,"80"
"B072WKXMML","Where India Goes","https://www.amazon.in/Where-India-Goes-Abandoned-Development-ebook/dp/B072WKXMML/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"82"
"B079527NJC","Dreamers: How Indians are Changing the World","https://www.amazon.in/Dreamers-Young-Indians-Changing-Their-ebook/dp/B079527NJC/ref=sr_1_1_twi_kin_2?ie=UTF8",15,"83;192;192;235;235;247;247;255;255;291;291;303;303;314;314"
"8171888429","Down to Earth","https://www.amazon.in/gp/product/8171888429/ref=oh_aui_search_detailpage?ie=UTF8",4,"86;140;264;264"
"B07DGG4V9F","The Most Dangerous Place: A History of the United States in South Asia","https://www.amazon.in/Most-Dangerous-Place-History-United-ebook/dp/B07DGG4V9F/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"93"
"B003ODI67E","The Rational Optimist: How Prosperity Evolves","https://www.amazon.in/Rational-Optimist-How-Prosperity-Evolves-ebook/dp/B003ODI67E/ref=sr_1_7_twi_kin_2?ie=UTF8",1,"96"
"B00S5LDWII","The Evolution of Everything: How Small Changes Transform Our World","https://www.amazon.in/Evolution-Everything-Small-Changes-Transform-ebook/dp/B00S5LDWII/ref=sr_1_3_twi_kin_2?ie=UTF8",1,"96"
"B002VNFNY2","The Origins of Virtue (Penguin Press Science)","https://www.amazon.in/Origins-Virtue-Penguin-Press-Science-ebook/dp/B002VNFNY2/ref=sr_1_6_twi_kin_2?ie=UTF8",1,"96"
"B06Y6248H5","Genome: The Autobiography of a Species in 23 Chapters","https://www.amazon.in/Genome-Autobiography-Species-23-Chapters-ebook/dp/B06Y6248H5/ref=tmm_kin_swatch_0?_encoding=UTF8",1,"96"
"9386228734","Rebel Sultans","https://www.amazon.in/Rebel-Sultans-Deccan-Khilji-Shivaji/dp/9386228734/ref=sr_1_1?ie=UTF8",4,"98;144;172;172"
"B075ZGBY6Q","Enlightenment Now: The Case for Reason, Science, Humanism, and Progress","https://www.amazon.in/Enlightenment-Now-Science-Humanism-Progress-ebook/dp/B075ZGBY6Q/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"101"
"B002XHNM5S","The Blank Slate","https://www.amazon.in/Blank-Slate-Modern-Penguin-Science-ebook/dp/B002XHNM5S/ref=sr_1_12_twi_kin_2?ie=UTF8",15,"101;165;165;200;200;228;228;252;252;258;258;271;271;299;299"
"B07J9VHB2V","The Paradoxical Prime Minister","https://www.amazon.in/The-Paradoxical-Prime-Minister-ebook/dp/B07J9VHB2V/ref=sr_1_2_twi_kin_2?ie=UTF8",1,"102"
"B07KSCKFPR","Emergency Chronicles","https://www.amazon.in/Emergency-Chronicles-Indira-Democracys-Turning-ebook/dp/B07KSCKFPR/ref=sr_1_2?ie=UTF8",13,"103;242;242;302;302;305;305;306;306;327;327;333;333"
"B01N6HNGS7","Gandhi Before India","https://www.amazon.in/Gandhi-before-India-Ramachandra-Guha-ebook/dp/B01N6HNGS7/ref=sr_1_6_twi_kin_2?s=books",6,"104;105;324;324;327;327"
"0670083887","Gandhi versus the Raj","https://www.amazon.in/Gandhi-Years-That-Changed-World/dp/0670083887/ref=sr_1_4?s=books",2,"104;105"
"B006QV7ZMS","Reasons and Persons","https://www.amazon.in/Reasons-Persons-Derek-Parfit-ebook/dp/B006QV7ZMS/ref=sr_1_1_twi_kin_2?ie=UTF8",5,"106;300;300;307;307"
"B06XKNHGN1","The Odyssey","https://www.amazon.in/Odyssey-Homer-ebook/dp/B06XKNHGN1/ref=pd_sim_351_7?_encoding=UTF8",3,"106;315;315"
"B07G9DFC8W","Stubborn Attachments: A Vision for a Society of Free, Prosperous, and Responsible Individuals","https://www.amazon.in/Stubborn-Attachments-Prosperous-Responsible-Individuals-ebook/dp/B07G9DFC8W/ref=sr_1_5?ie=UTF8",1,"106"
"0262038765","Order Without Design","https://www.amazon.in/Order-without-Design-Markets-Cities/dp/0262038765/ref=sr_1_1?ie=UTF8",5,"108;180;180;191;191"
"0330458078","Triumph of the City","https://www.amazon.in/Triumph-City-Urban-Spaces-Human/dp/0330458078/ref=pd_sim_14_22?_encoding=UTF8",1,"108"
"B00KEW8KC4","Plato at the Googleplex: Why Philosophy Won't Go Away","https://www.amazon.in/Plato-Googleplex-Philosophy-Wont-Away-ebook/dp/B00KEW8KC4/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"109"
"B01KBN0HYY","Crude Nation: How Oil Riches Ruined Venezuela","https://www.amazon.in/Crude-Nation-Riches-Ruined-Venezuela-ebook/dp/B01KBN0HYY/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"110"
"B00AO3K00S","Comandante: Inside Hugo Chavez&#8217;s Venezuela","https://www.amazon.in/Comandante-Inside-Hugo-Chavezs-Venezuela-ebook/dp/B00AO3K00S/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"110"
"B000SF52VO","Hugo Chávez: The Definitive Biography","https://www.amazon.in/Hugo-Chavez-Cristina-Marcano-ebook/dp/B000SF52VO/ref=sr_1_5_twi_kin_2?ie=UTF8",1,"110"
"B07731KM5K","Not War, Not Peace?: Motivating Pakistan to Prevent Cross-Border Terrorism","https://www.amazon.in/Not-War-Peace-Motivating-Cross-Border-ebook/dp/B07731KM5K/ref=sr_1_1_twi_kin_2?ie=UTF8",1,"111"
"B0792QPFHM","Images of Terror: What We Can and Can't Know about Terrorism","https://www.amazon.in/Images-Terror-What-about-Terrorism-ebook/dp/B0792QPFHM/ref=tmm_kin_swatch_0?_encoding=UTF8",1,"111"
"0199325154","Strategy: A History","https://www.amazon.in/Strategy-History-Sir-Lawrence-Freedman/dp/0199325154",1,"111"
"938622898X","Early Indians","https://www.amazon.in/Early-Indians-Story-Ancestors-Where/dp/938622898X/ref=sr_1_3?ie=UTF8",21,"112;215;215;221;221;250;250;282;282;292;292;297;297;305;305;315;315;339;339;431;431"
"0198831447","Who We Are and How We Got Here","https://www.amazon.in/Who-Are-How-Got-Here/dp/0198831447/ref=pd_bxgy_14_img_2/255-5058145-1550036?_encoding=UTF8",5,"112;282;282;297;297"
"B010Q1KEIU","1971: A Global History of the Creation of Bangladesh","https://www.amazon.in/1971-Srinath-Raghavan-ebook/dp/B010Q1KEIU/ref=sr_1_5_twi_kin_2?ie=UTF8",1,"113"
"B00FBB6HYQ","The Blood Telegram","https://www.amazon.in/Blood-Telegram-Gary-J-Bass-ebook/dp/B00FBB6HYQ/ref=pd_sim_351_5/255-5058145-1550036?_encoding=UTF8",1,"113"
"B01MSY5B4S","When Crime Pays","https://www.amazon.in/When-Crime-Pays-Muscle-Politics-ebook/dp/B01MSY5B4S/ref=sr_1_fkmrnull_1?keywords=when+crime+pays",3,"114;247;247"
"9350291460","Ayodhya: A Dark Night","https://www.amazon.in/Ayodhya-Secret-History-Appearance-Masjid/dp/9350291460/ref=mp_s_a_1_1?keywords=babri+jha",4,"115;124;283;283"
"B07LDDHRBG","Bunch Of Thoughts","https://www.amazon.in/Bunch-Thoughts-M-S-Golwalkar/dp/B07LDDHRBG/ref=sr_1_fkmrnull_1?keywords=golwalkar+bunch+of+thoughts",1,"115"
"B00KA4PYT8","Page Not Found","https://www.amazon.in/WHY-WRITE-ESSAYS-SAADAT-HASAN-ebook/dp/B00KA4PYT8/ref=sr_1_fkmrnull_1?keywords=aakar+patel",1,"115"
"8188388254","Hindutva","https://www.amazon.in/Hindutva-V-D-Savarkar/dp/8188388254",4,"115;268;272;327"
"8186719482","Integral Humanism","https://www.amazon.in/Integral-Humanism-Deendayal-Upadhyay/dp/8186719482/ref=pd_sim_14_7?_encoding=UTF8",1,"115"
"0670091839","The Lost Decade","https://www.amazon.in/Lost-Decade-2008-18-Devolved-Without/dp/0670091839/ref=sr_1_fkmrnull_1?keywords=puja+mehra",3,"116;247;247"
"1476752893","The Libertarian Reader: Classic & Contemporary Writings from Lao-Tzu to Milton Friedman","https://www.amazon.in/Libertarian-Reader-Contemporary-Writings-Friedman/dp/1476752893/ref=asap_bc?ie=UTF8",1,"117"
"B00LD1OSTY","The Libertarian Mind: A Manifesto for Freedom","https://www.amazon.in/Libertarian-Mind-Manifesto-Freedom-ebook/dp/B00LD1OSTY/ref=sr_1_3?keywords=the+libertarian+mind",1,"117"
"B07PN4HDH6","The Great Disappointment: How Narendra Modi Squandered a Unique Opportunity to Transform the Indian Economy","https://www.amazon.in/Great-Disappointment-Squandered-Opportunity-Transform-ebook/dp/B07PN4HDH6/ref=sr_1_fkmrnull_1?keywords=salman+soz",1,"119"
"B07DR7Q16T","When All Else Fails: The Ethics of Resistance to State Injustice","https://www.amazon.in/When-All-Else-Fails-Resistance-ebook/dp/B07DR7Q16T/ref=sr_1_7?keywords=jason+brennan",1,"120"
"0865975329","The Calculus of Consent","https://www.amazon.in/Calculus-Consent-Gordon-Tullock-Selections/dp/0865975329/ref=sr_1_6?keywords=james+buchanan+gordon+tullock",3,"121;336;336"
"1858980194","BUREAUCRACY AND PUBLIC ECONOMICS (The Locke Institute series)","https://www.amazon.in/Bureaucracy-Public-Economics-Locke-Institute/dp/1858980194/ref=sr_1_fkmrnull_1?keywords=william+niskanen+bureaucracy",1,"121"
"0464974364","Parkinson’s Law","https://www.amazon.in/Parkinsons-Law-Other-Studies-Administration/dp/0464974364/ref=sr_1_1?keywords=parkinson%27s+law",9,"121;297;297;309;309;312;312;321;321"
"1107648378","Sacred and Secular: Religion and Politics Worldwide (Cambridge Studies in Social Theory, Religion and Politics)","https://www.amazon.in/Sacred-Secular-Religion-Worldwide-Cambridge/dp/1107648378/ref=sr_1_1?keywords=sacred+and+the+secular+pippa",1,"124"
"1944424466","The Three Languages of Politics: Talking Across the Political Divides","https://www.amazon.in/Three-Languages-Politics-Talking-Political/dp/1944424466/ref=sr_1_3?keywords=arnold+kling",1,"124"
"B009FUF5BK","Netherland: A gripping political literary fiction novel exploring cultural identity","https://www.amazon.in/Netherland-Joseph-ONeill-ebook/dp/B009FUF5BK/ref=sr_1_1?keywords=netherland",1,"126"
"938868978X","The Courtesan, the Mahatma and the Italian Brahmin: Tales from Indian History","https://www.amazon.in/Courtesan-Mahatma-Italian-Brahmin-History/dp/938868978X/ref=sr_1_3?keywords=manu+pillai",1,"127"
"0670089834","India Moving","https://www.amazon.in/India-Moving-Migration-Chinmay-Tumbe/dp/0670089834/ref=sr_1_1?keywords=chinmay+tumbe",9,"128;259;259;261;261;280;280;332;332"
"B071R9JQJ5","The Law: Frederic Bastiat's Timeless Examination of Government and Liberty","https://www.amazon.in/Law-Fr%C3%A9d%C3%A9ric-Bastiat-ebook/dp/B071R9JQJ5/ref=sr_1_1?keywords=bastiat",1,"129"
"B00AR0X7W6","Page Not Found","https://www.amazon.in/Gross-Domestic-Problem-Politics-Controversies-ebook/dp/B00AR0X7W6/ref=sr_1_3?keywords=Fioramonti+economic+controversies",1,"130"
"B01EB74DFU","The Power of a Single Number: A Political History of GDP","https://www.amazon.in/Power-Single-Number-Political-History-ebook/dp/B01EB74DFU/ref=sr_1_1?keywords=Philipp+Lepenies",1,"130"
"0691169853","GDP REV/E","https://www.amazon.in/GDP-Affectionate-History-Revised-expanded/dp/0691169853/ref=sr_1_1?keywords=diane+coyle",1,"130"
"131660120X","Religious Practice and Democracy in India","https://www.amazon.in/Religious-Practice-Democracy-Pradeep-Chhibber/dp/131660120X/ref=sr_1_2?keywords=pradeep+chhibber",1,"131"
"B07GSDQQZX","Ideology and Identity: The Changing Party Systems of India","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR",9,"131;180;180;196;196;248;248;261;261"
"935302837X","India Misinformed: The True Story","https://www.amazon.in/India-Misinformed-Story-P-Sinha/dp/935302837X/ref=sr_1_1?keywords=fake+news",1,"133"
"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion",7,"133;214;214;236;236;323;323"
"B07FYPQ77K","The Generation of Rage in Kashmir","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas",11,"134;175;175;219;219;242;242;281;281;318;318"
"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De",17,"134;179;179;228;228;253;253;268;268;270;270;302;302;306;306;313;313"
"8178243202","War and Peace in Modern India","https://www.amazon.in/Peace-Modern-India-Srinath-Raghavan/dp/8178243202/ref=sr_1_6?keywords=srinath+raghavan",5,"134;181;181;219;219"
"B0746LB4N3","Article 370: A Constitutional History of Jammu and Kashmir","https://www.amazon.in/370-Constitutional-History-Jammu-Kashmir-ebook/dp/B0746LB4N3/ref=tmm_kin_swatch_0?_encoding=UTF8",1,"134"
"B0096QYOLA","Mother Pious Lady: Making Sense Of Everyday India","https://www.amazon.in/Mother-Pious-Lady-Making-Everyday-ebook/dp/B0096QYOLA/ref=sr_1_1?keywords=santosh+desai",1,"137"
"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul",39,"139;163;163;215;215;228;228;242;242;255;255;266;266;268;268;270;270;275;275;276;276;283;283;284;284;286;286;301;301;302;302;312;312;315;315;324;324;408;408"
"B004FV4XTE","The Mystery of Capital","https://www.amazon.in/Mystery-Capital-Hernando-Soto-ebook/dp/B004FV4XTE/ref=sr_1_1?keywords=the+mystery+of+Capital",3,"140;179;179"
"0375712186","Almost Invisible","https://www.amazon.in/Almost-Invisible-Mark-Strand/dp/0375712186/ref=sr_1_1?keywords=almost+invisible",3,"141;200;200"
"935357269X","So Now You Know: A Memoir of Growing Up Gay in India","https://www.amazon.in/So-Now-You-Know-Growing/dp/935357269X/ref=sr_1_1?keywords=vivek+tejuja",1,"141"
"0312280440","The Man Who Loved Children: A Novel","https://www.amazon.in/Man-Who-Loved-Children-Novel/dp/0312280440/ref=sr_1_2?crid=29SZTT5PTX83U",1,"141"
"0156724006","A Poetry Handbook","https://www.amazon.in/Poetry-Handbook-Mary-Oliver/dp/0156724006/ref=sr_1_3?keywords=poetry+handbook",6,"141;150;257;257;314;314"
"0802135064","The Notebook Trilogy","https://www.amazon.in/Notebook-Proof-Third-Three-Novels/dp/0802135064/ref=sr_1_2?keywords=agota+kristof",9,"141;216;216;242;242;265;265;314;314"
"0099448475","Sputnik Sweetheart","https://www.amazon.in/Sputnik-Sweetheart-Haruki-Murakami/dp/0099448475/ref=sr_1_1?keywords=sputnik+sweetheart",1,"141"
"B07RRDVTHY","Narrative Economics: How Stories Go Viral and Drive Major Economic Events","https://www.amazon.in/Narrative-Economics-Stories-Economic-Events-ebook/dp/B07RRDVTHY/ref=sr_1_1?keywords=narrative+economics",1,"142"
"0812968360","Ponzi's Scheme: The True Story of a Financial Legend","https://www.amazon.in/Ponzis-Scheme-Story-Financial-Legend/dp/0812968360/ref=sr_1_2?keywords=ponzi%27s+scheme",1,"142"
"B00P6ZJ6HC","Irrational Exuberance: Revised and Expanded Third Edition","https://www.amazon.in/Irrational-Exuberance-Revised-Expanded-Third-ebook/dp/B00P6ZJ6HC/ref=sr_1_1?keywords=irrational+exuberance",1,"142"
"B00HKO3JXY","Anatomy of a Ponzi Scheme: Scams Past and Present: True Crime Tales of White Collar Crime","https://www.amazon.in/Anatomy-Ponzi-Scheme-Present-Collar-ebook/dp/B00HKO3JXY/ref=sr_1_6?keywords=colleen+cross",1,"142"
"B004TP6B1O","Extraordinary Popular Delusions and the Madness of Crowds","https://www.amazon.in/Memoirs-Extraordinary-Popular-Delusions-Madness-ebook/dp/B004TP6B1O/ref=sr_1_5?keywords=madness+of+crowds",1,"142"
"0295980745","Protracted Contest: Sino-Indian Rivalry in the Twentieth Century (Donald R. Ellegood International Publications)","https://www.amazon.in/Protracted-Contest-Sino-Indian-International-Publications/dp/0295980745/ref=sr_1_1?keywords=john+garver",1,"143"
"B07CNSJ97J","Daughters of the Sun: Empresses, Queens and Begums of the Mughal Empire","https://www.amazon.in/Daughters-Sun-Empresses-Queens-Begums-ebook/dp/B07CNSJ97J/ref=sr_1_1?keywords=daughters+of+the+sun",3,"144;172;172"
"0521850223","Domesticity And Power In The Early Mughal World (Cambridge Studies in Islamic Civilization)","https://www.amazon.in/Domesticity-Cambridge-Studies-Islamic-Civilization/dp/0521850223/ref=sr_1_4?keywords=ruby+lal",1,"144"
"B01MY0JY12","Heroines: Powerful Indian Women of Myth and History","https://www.amazon.in/Heroines-Powerful-Indian-Women-History-ebook/dp/B01MY0JY12/ref=sr_1_4?keywords=daughters+of+the+sun",1,"144"
"8125014241","Yuganta","https://www.amazon.in/Yuganta-End-Epoch-Irawati-Karve/dp/8125014241/ref=sr_1_1?keywords=yuganta",13,"144;207;207;209;209;266;266;314;314;315;315;319;319"
"0007353553","Wolf Hall: Booker Prize Winner 2009","https://www.amazon.in/Wolf-Hall-Booker-Prize-Winner/dp/0007353553/ref=sr_1_1?keywords=wolf+hall",1,"144"
"B07G5DS6CQ","Empress: The Astonishing Reign of Nur Jehan","https://www.amazon.in/Empress-Astonishing-Reign-Nur-Jehan-ebook/dp/B07G5DS6CQ/ref=sr_1_1?keywords=ruby+lal",3,"144;173;173"
"9353450624","The Indian Conservative : A History of Indian Right-Wing Thought","https://www.amazon.in/Indian-Conservative-History-Right-Wing-Thought/dp/9353450624/ref=sr_1_1?keywords=jaithirth+rao",1,"145"
"B01NCXPCNL","Conservatism: Ideas in Profile (Ideas in Profile - small books, big ideas)","https://www.amazon.in/Conservatism-Ideas-Profile-Roger-Scruton-ebook/dp/B01NCXPCNL/ref=sr_1_6?keywords=roger+scruton",1,"145"
"B07W4CP31B","The Great Repression","https://www.amazon.in/Great-Repression-Story-Sedition-India-ebook/dp/B07W4CP31B/ref=sr_1_1?keywords=chitranshul+sinha",3,"146;333;333"
"9386228912","Jahangir: An Intimate Portrait of a Great Mughal","https://www.amazon.in/Jahangir-Intimate-Portrait-Great-Mughal/dp/9386228912/ref=sr_1_1?keywords=jahangir",1,"147"
"B06XCGCFX6","Government&#8217;s End: Why Washington Stopped Working","https://www.amazon.in/Governments-End-Washington-Stopped-Working-ebook/dp/B06XCGCFX6/ref=sr_1_1?keywords=government%27s+end",7,"149;233;233;282;282;313;313"
"0684859076","How to Read and Why","https://www.amazon.in/How-Read-Why-Harold-Bloom/dp/0684859076/ref=sr_1_1?keywords=how+to+read+and+why",3,"150;294;294"
"B002RI9D56","Roseanna: An edge-of-your-seat crime thriller detective novel (The Martin Beck series, Book 1)","https://www.amazon.in/Roseanna-Martin-Beck-Book-1-ebook/dp/B002RI9D56/ref=sr_1_1?crid=3R0IITAVF7NYJ",1,"150"
"B00J3T46HM","Marathi Manoos","https://www.amazon.in/Marathi-Manoos-Sujata-Anandan-ebook/dp/B00J3T46HM/ref=sr_1_2?keywords=sujata+anandan",1,"151"
"8129149990","Maharashtra Maximus: The State, Its People and Politics","https://www.amazon.in/Maharashtra-Maximus-State-People-Politics/dp/8129149990/ref=sr_1_1?keywords=sujata+anandan",1,"151"
"019565840X","INDIA AGAINST ITSELF (OIP): Assam and the Politics of Nationality","https://www.amazon.in/India-Against-Itself-Politics-Nationality/dp/019565840X/ref=sr_1_1?keywords=sanjib+baruah",1,"152"
"8178244608","Citizenship and its Discontents","https://www.amazon.in/Citizenship-Discontents-Niraja-Gopal-Jayal/dp/8178244608/ref=sr_1_1?crid=21JNXUPMCMNLL",3,"152;164;164"
"0670093327","In Service of the Republic","https://www.amazon.in/Service-Republic-Science-Economic-Policy/dp/0670093327/ref=sr_1_1?keywords=vijay+kelkar",6,"153;153;335;335;347;347"
"B081HXR95C","In Service of the Republic","https://www.amazon.in/Service-Republic-Science-Economic-Policy-ebook/dp/B081HXR95C/ref=sr_1_1?keywords=In+Service+of+the+republic",38,"154;154;165;165;180;180;211;211;223;227;227;233;233;237;237;252;252;259;259;262;262;278;285;285;290;290;307;307;313;313;321;321;323;323;333;333;341;341"
"9352876458","Reading India Now","https://www.amazon.in/Reading-India-Now-Ulka-Anjaria/dp/9352876458/ref=sr_1_3?keywords=ulka+anjaria",2,"155;155"
"9351776425","The Ivory Throne","https://www.amazon.in/Ivory-Throne-Chronicles-House-Travancore/dp/9351776425/ref=sr_1_1?keywords=ivory+throne",2,"156;156"
"817824358X","FLAMING FEET AND OTHER ESSAYS, THE","https://www.amazon.in/Flaming-Feet-Other-Essays-Movement/dp/817824358X/ref=sr_1_1?keywords=the+flaming+feet",2,"157;157"
"B07JDTYZL2","Page Not Found","https://www.amazon.in/Why-Nationalism-Yael-Tamir-ebook/dp/B07JDTYZL2/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"157;157"
"0300215126","Twitter and Tear Gas","https://www.amazon.in/Twitter-Tear-Gas-Fragility-Networked/dp/0300215126/ref=sr_1_1?keywords=twitter+and+tear+gas",4,"158;158;239;239"
"B07YYM1CM4","Early Indians","https://www.amazon.in/Early-Indians-Story-Ancestors-Where-ebook/dp/B07YYM1CM4/ref=sr_1_1?keywords=tony+joseph",12,"161;161;224;224;251;251;318;318;325;325;332;332"
"1526603357","Everybody Lies","https://www.amazon.in/Everybody-Lies-York-Times-Bestseller/dp/1526603357/ref=sr_1_3?keywords=everybody+lies",8,"161;161;289;289;324;324;325;325"
"9387693236","Infinite Variety","https://www.amazon.in/Infinite-Variety-History-Desire-India/dp/9387693236/ref=sr_1_1?keywords=infinite+variety",2,"161;161"
"B07KZRJWK6","Masala Shakespeare","https://www.amazon.in/Masala-Shakespeare-Firangi-Writer-Became-ebook/dp/B07KZRJWK6/ref=sr_1_3?keywords=masala+shakespeare",2,"161;161"
"0140272496","The Ascetic of Desire","https://www.amazon.in/Ascetic-Desire-Sudhir-Kakar/dp/0140272496/ref=sr_1_1?keywords=the+ascetic+of+desire",2,"161;161"
"B00OG4EAU2","The Seven Basic Plots","https://www.amazon.in/Seven-Basic-Plots-Tell-Stories-ebook/dp/B00OG4EAU2/ref=sr_1_1?keywords=seven+basic+plots",6,"161;161;197;197;315;315"
"9351777405","A Southern Music","https://www.amazon.in/Southern-Music-Karnatik-Story/dp/9351777405/ref=sr_1_2?keywords=tm+krishna",4,"162;162;326;326"
"9386021978","Reshaping Art","https://www.amazon.in/Reshaping-Art-T-M-Krishna/dp/9386021978/ref=sr_1_3?keywords=tm+krishna",2,"162;162"
"9389152186","Sebastian and Sons","https://www.amazon.in/Sebastian-Sons-History-Mrdangam-Makers/dp/9389152186/ref=sr_1_1?keywords=tm+krishna",2,"162;162"
"B00Y78X7HY","Superforecasting","https://www.amazon.in/Superforecasting-Science-Prediction-Philip-Tetlock-ebook/dp/B00Y78X7HY/ref=sr_1_1?keywords=superforecasting",22,"162;162;208;208;224;224;259;259;261;261;267;267;271;271;277;277;280;280;293;293;331;331"
"B007K9YMN0","An Area of Darkness","https://www.amazon.in/Area-Darkness-His-Discovery-India-ebook/dp/B007K9YMN0/ref=sr_1_1?keywords=an+area+of+darkness",2,"163;163"
"0674247981","India&#8217;s Founding Moment","https://www.amazon.in/Indias-Founding-Moment-Constitution-Surprising/dp/0674247981/ref=sr_1_1?keywords=India%27s+founding+moment",14,"163;163;164;164;194;194;214;214;253;253;290;290;302;302"
"B003GUBIOI","India: A Wounded Civilization","https://www.amazon.in/gp/product/B003GUBIOI/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i7",2,"163;163"
"B07QGCD1LT","Malevolent Republic","https://www.amazon.in/Malevolent-Republic-Short-History-India-ebook/dp/B07QGCD1LT/ref=sr_1_1?keywords=malevolent+republic",8,"163;163;244;244;272;272;333;333"
"B06XXSB1P9","The Discovery of India","https://www.amazon.in/Discovery-India-Jawaharlal-Nehru-ebook/dp/B06XXSB1P9/ref=sr_1_1?keywords=discovery+of+india",6,"163;163;237;237;306;306"
"8174875387","Democracies of the East","https://www.amazon.in/Democracies-East-Study-Comparative-Politics/dp/8174875387/ref=sr_1_11?keywords=radhakamal+mukerjee",2,"164;164"
"B077Y318P5","Pakistan or the Partition of India","https://www.amazon.in/Pakistan-Partition-India-B-R-Ambedkar-ebook/dp/B077Y318P5/ref=sr_1_1?keywords=ambedkar+pakistan",4,"164;164;300;300"
"0143032461","The Idea of India","https://www.amazon.in/Idea-India-Sunil-Khilnani/dp/0143032461/ref=sr_1_2?crid=2FJIL5V3FU66",4,"164;164;306;306"
"0198075383","The Indian Constitution","https://www.amazon.in/Indian-Constitution-Oxford-India-Introductions/dp/0198075383/ref=sr_1_2?keywords=madhav+khosla",2,"164;164"
"B01GI5F2FS","The Selfish Gene: 40th Anniversary edition (Oxford Landmark Science)","https://www.amazon.in/Selfish-Gene-Anniversary-Landmark-Science-ebook/dp/B01GI5F2FS/ref=sr_1_1?keywords=selfish+gene",4,"165;165;221;221"
"B07QWNMY86","Hacking Darwin","https://www.amazon.in/Hacking-Darwin-Genetic-Engineering-Humanity-ebook/dp/B07QWNMY86/ref=sr_1_1?keywords=jamie+metzl",2,"165;165"
"1349375187","Hindu, Sufi or Sikh","https://www.amazon.in/Hindu-Sufi-Sikh-Contested-Identifications/dp/1349375187/ref=sr_1_1?dchild=1",2,"166;166"
"8170021154","Lost Heritage: The Sikh Legacy in Pakistan","https://www.amazon.in/Lost-Heritage-Legacy-Pakistan-First/dp/8170021154/ref=sr_1_1?dchild=1",2,"166;166"
"8170021219","The Quest Continues: Lost Heritage","https://www.amazon.in/QUEST-CONTINUES-HERITAGE-legacy-Pakistan/dp/8170021219/ref=sr_1_2?dchild=1",2,"166;166"
"B07QTZ1Q8K","The Truth About Us","https://www.amazon.in/Truth-About-Us-Sanjoy-Chakravorty-ebook/dp/B07QTZ1Q8K/ref=sr_1_1?keywords=the+truth+about+us",6,"166;166;184;184;263;263"
"8125008845","TRANSFER OF POWER IN INDIA (PB)","https://www.amazon.in/Transfer-Power-India-Menon/dp/8125008845/ref=sr_1_3?dchild=1",2,"167;167"
"8125054510","Integration of the Indian States","https://www.amazon.in/integration-Indian-States-V-P-Menon/dp/8125054510/ref=sr_1_2?dchild=1",2,"167;167"
