ASIN,Book Title,Amazon Link,Episode Count,Episode Numbers
"B08R1GBP95","Sindhi Tapestry: Reflections on the Sindhi Identity","https://www.amazon.in/gp/product/B08R1GBP95/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i0",2,"308;308"
"B004FEG3BC","Songs of Kabir","https://www.amazon.in/Songs-Kabir-Review-Books-Classics-ebook/dp/B004FEG3BC/ref=sr_1_1?crid=HRYWVHJ4LNJN",2,"308;308"
"B07RHGLXN3","The Amils of Sindh: A Narrative History of a Remarkable Community","https://www.amazon.in/gp/product/B07RHGLXN3/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i2",2,"308;308"
"0671797484","Arnold: The Education of a Bodybuilder","https://www.amazon.in/Arnold-Schwarzenegger/dp/0671797484/ref=sr_1_2?keywords=arnold+schwarzenegger+book",2,"309;309"
"B07F9VDJ43","Bihar Diaries","https://www.amazon.in/Bihar-Diaries-Bihars-Dangerous-Criminal-ebook/dp/B07F9VDJ43/ref=sr_1_1?crid=1JQSTSLNDFQR8",2,"309;309"
"B00O6B1KFS","How Sachin Destroyed My Life","https://www.amazon.in/How-Sachin-Destroyed-My-Life-ebook/dp/B00O6B1KFS/ref=sr_1_2?crid=1QC8N1R2ULSXT",2,"309;309"
"B07NQ2D32G","Lifespan: Why We Age – and Why We Don’t Have To","https://www.amazon.in/Lifespan-Why-Age-Dont-Have-ebook/dp/B07NQ2D32G/ref=sr_1_2?crid=1RN4BMHI9D03U",10,"309;309;316;316;329;329;339;339;346;346"
"B009KERBQI","Nudge","https://www.amazon.in/Nudge-Improving-Decisions-Health-Happiness-ebook/dp/B009KERBQI/ref=sr_1_2?crid=2QFFHDJGNX6E0",2,"309;309"
"B01MFF73MC","Tarkash","https://www.amazon.in/Tarkash-Hindi-Javed-Akhtar-ebook/dp/B01MFF73MC/ref=sr_1_3?crid=1TMLEO6T82GY2",2,"309;309"
"0571336027","Blankets","https://www.amazon.in/Blankets-Craig-Thompson/dp/0571336027/ref=sr_1_1?crid=3LOM32MTRS449",2,"310;310"
"B01KGXGT14","Bone Vol. 1: Out From Boneville","https://www.amazon.in/gp/product/B01KGXGT14/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i0",2,"310;310"
"1250073502","Robot Dreams","https://www.amazon.in/Robot-Dreams-Sara-Varon/dp/1250073502/ref=sr_1_1?crid=IPWB28T5K0CH",2,"310;310"
"B01AGHENMC","Rosalie Lightning: A Graphic Memoir","https://www.amazon.in/Rosalie-Lightning-Graphic-Tom-Hart-ebook/dp/B01AGHENMC/ref=sr_1_1?crid=60SQ6ZL2XR6V",2,"310;310"
"0141014083","The Complete Maus","https://www.amazon.in/Complete-MAUS-Art-Spiegelman/dp/0141014083/ref=sr_1_1?crid=6CRPQPRJCP3T",2,"310;310"
"B0031RS290","Trick or Treatment?: Alternative Medicine on Trial","https://www.amazon.in/Trick-Treatment-Alternative-Medicine-Trial-ebook/dp/B0031RS290/ref=d_pd_sbs_sccl_2_17/260-3186425-0714229?pd_rd_w=gCwAt",2,"310;310"
"1779511191","V For Vendetta","https://www.amazon.in/V-Vendetta-Alan-Moore/dp/1779511191/ref=sr_1_3?crid=4H6RB33IEM9N",2,"310;310"
"B0BH17FSD5","84, Charing Cross Road","https://www.amazon.in/Charing-Cross-Road-Helene-Hanff-ebook/dp/B0BH17FSD5/ref=sr_1_5?crid=C1KVBGNIB5PZ",4,"311;311;314;314"
"B07771SKVX","A Doll&#8217;s House","https://www.amazon.in/Dolls-House-Henrik-Ibsen-ebook/dp/B07771SKVX/ref=sr_1_3?crid=3NCCH8Z0Z98L0",2,"311;311"
"B09J2R62L1","A Passage to India","https://www.amazon.in/Passage-India-M-Forster-ebook/dp/B09J2R62L1/ref=sr_1_2?crid=3H4KFMX058382",2,"311;311"
"B076PB6TB9","A Room of One&#8217;s Own","https://www.amazon.in/Room-Ones-Own-Virginia-Woolf-ebook/dp/B076PB6TB9/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"311;311"
"B01DWL6K6Q","Alice in Wonderland","https://www.amazon.in/Alice-Wonderland-Collection-Underground-Illustrated-ebook/dp/B01DWL6K6Q/ref=sr_1_4?keywords=alice+in+wonderland",2,"311;311"
"9388070496","The Engaged Observer: The Selected Writings of Shanta Gokhale (10 September 2018)","https://www.amazon.in/Engaged-Observer-Selected-Writings-September/dp/9388070496/ref=sr_1_1?crid=1KBWGE3NZSZ2L",2,"311;311"
"B0BNQC9M59","Avadhya","https://www.amazon.in/C-T-Khanolkar-Plays-Sagesoyare/dp/B0BNQC9M59/ref=sr_1_2?crid=1Q50OCJWZRW1K",2,"311;311"
"B001K90PCI","Bend it Like Beckham","https://www.amazon.com/Bend-Like-Beckham-Parminder-Nagra/dp/B001K90PCI",1,"311"
"B07DNYM2YS","English","https://www.amazon.in/gp/product/B07DNYM2YS/ref=dbs_a_def_rwt_bibl_vppi_i0",2,"311;311"
"817046157X","English","https://www.amazon.in/gp/product/817046157X/ref=dbs_a_def_rwt_bibl_vppi_i5",6,"311;311;311;311;314;314"
"0195637364","English","https://www.amazon.in/Five-Plays-Sakharam-Vultures-Encounter/dp/0195637364/ref=sr_1_2?crid=40YAQNRF6JOR",2,"311;311"
"B0184PNFIQ","Far From the Madding Crowd","https://www.amazon.in/Far-Madding-Crowd-Classics-Illustrated-ebook/dp/B0184PNFIQ/ref=sr_1_12?keywords=far+from+the+madding+crowd",2,"311;311"
"B0038AUYJ6","Flaubert&#8217;s Parrot","https://www.amazon.in/Flauberts-Parrot-Julian-Barnes-ebook/dp/B0038AUYJ6/ref=sr_1_5?crid=90OYIWUFEAMS",2,"311;311"
"B06XY23XH1","Hungry Tide","https://www.amazon.in/Hungry-Tide-Amitav-Ghosh-ebook/dp/B06XY23XH1/ref=sr_1_10?crid=2S5PP4WLU2FVC",4,"311;311;314;314"
"B00BUB5CVK","Levels of Life","https://www.amazon.in/Levels-Life-Julian-Barnes-ebook/dp/B00BUB5CVK/ref=sr_1_3?crid=90OYIWUFEAMS",2,"311;311"
"B097VNLL89","Marathi","https://www.amazon.in/gp/product/B097VNLL89/ref=dbs_a_def_rwt_bibl_vppi_i6",2,"311;311"
"B00P96P55K","Marathi","https://www.amazon.in/Tya-Varshi-Shanta-Gokhale/dp/B00P96P55K/ref=sr_1_10?crid=1KBWGE3NZSZ2L",2,"311;311"
"B07FN51QDD","Marathi","https://www.amazon.in/Sakharam-Binder-Marathi-Vijay-Tendulkar-ebook/dp/B07FN51QDD/ref=sr_1_1?crid=40YAQNRF6JOR",2,"311;311"
"B06XYQW69H","Memoirs","https://www.amazon.in/Memoirs-Habib-Tanvir-ebook/dp/B06XYQW69H/ref=sr_1_4?crid=3J4IMH10Z4SW8",2,"311;311"
"B010RGSGDO","Messy: How to Be Creative and Resilient in a Tidy-Minded World","https://www.amazon.in/Messy-Creative-Resilient-Tidy-Minded-World-ebook/dp/B010RGSGDO/ref=sr_1_9?crid=BCCYPGK68XAZ",2,"311;311"
"B07W9LYXD9","Metamorphosis","https://www.amazon.in/Metamorphosis-AmazonClassics-Franz-Kafka-ebook/dp/B07W9LYXD9/ref=sr_1_7?crid=1SP4HW2GZJLDW",2,"311;311"
"B089KSW5Z3","Middlemarch","https://www.amazon.in/Middlemarch-George-Eliot-ebook/dp/B089KSW5Z3/ref=sr_1_8?crid=1K30RK362EXDL",4,"311;311;314;314"
"B07TXQP9D4","One Foot on the Ground","https://www.amazon.in/gp/product/B07TXQP9D4/ref=dbs_a_def_rwt_bibl_vppi_i1",4,"311;311;339;339"
"B01GBAJRHE","Respected Sir","https://www.amazon.in/Respected-Sir-Naguib-Mahfouz-ebook/dp/B01GBAJRHE/ref=sr_1_1?crid=1FQQZAEI5IMLJ",2,"311;311"
"8189738992","Satyadev Dubey: A Fifty-Year Journey Through Theatre","https://www.amazon.in/Satyadev-Dubey-Fifty-Year-Journey-Through/dp/8189738992/ref=sr_1_13?crid=1KBWGE3NZSZ2L",2,"311;311"
"B0852Z47NB","Shivaji Park: Dadar 28: History, Places, People","https://www.amazon.in/gp/product/B0852Z47NB/ref=dbs_a_def_rwt_bibl_vppi_i2",2,"311;311"
"B076B48MP3","Smritichitre: The Memoirs of a Spirited Wife","https://www.amazon.in/Smritichitre-Memoirs-Spirited-Lakshmibai-Tilak-ebook/dp/B076B48MP3/ref=sr_1_9?crid=1KBWGE3NZSZ2L",2,"311;311"
"935029060X","Solo : Dasgupta, Rana: Amazon.in: Books","https://www.amazon.in/Solo-Rana-Dasgupta/dp/935029060X/ref=sr_1_1?crid=1KMNXH7FFU23O",2,"311;311"
"B07DV7R99B","The Brothers Karamazov","https://www.amazon.in/Originals-Brothers-Karamazov-Fyodor-Dostoevsky-ebook/dp/B07DV7R99B/ref=sr_1_4?keywords=brothers+karamazov",2,"311;311"
"B08BBYKWCP","The Female Eunuch","https://www.amazon.in/Female-Eunuch-Harper-Perennial-Classics-ebook/dp/B08BBYKWCP/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"311;311"
"B06XY1ZVJB","The Glass Palace","https://www.amazon.in/Glass-Palace-Amitav-Ghosh-ebook/dp/B06XY1ZVJB/ref=sr_1_19?crid=2S5PP4WLU2FVC",2,"311;311"
"B079MH7ZB4","The Lost Daughter","https://www.amazon.in/Lost-Daughter-Elena-Ferrante-ebook/dp/B079MH7ZB4/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"311;311"
"B015VXKM44","The Noise of Time","https://www.amazon.in/Noise-Time-Julian-Barnes-ebook/dp/B015VXKM44/ref=sr_1_1?crid=90OYIWUFEAMS",2,"311;311"
"B01LPRS1K2","The Old Man and the Sea","https://www.amazon.in/Old-Man-Sea-Ernest-Hemingway-ebook/dp/B01LPRS1K2/ref=sr_1_1?crid=23GJ9ORJJEFLL",2,"311;311"
"0330343637","The Picador Book of Modern Indian Literature","https://www.amazon.in/Picador-Book-Modern-Indian-Literature/dp/0330343637",1,"311"
"B0189YW04M","The Scenes We Made: An Oral History of Experimental Theatre in Mumbai","https://www.amazon.in/gp/product/B0189YW04M/ref=dbs_a_def_rwt_bibl_vppi_i3",2,"311;311"
"B005E87GLY","The Sense of an Ending","https://www.amazon.in/Sense-Ending-Julian-Barnes-ebook/dp/B005E87GLY/ref=sr_1_4?crid=90OYIWUFEAMS",2,"311;311"
"B06XXLW8LM","The Shadow Lines","https://www.amazon.in/Shadow-Lines-Amitav-Ghosh-ebook/dp/B06XXLW8LM/ref=sr_1_1?keywords=shadow+lines+amitav+ghosh",4,"311;311;311;311"
"B073WQTZ4T","The Tin Drum","https://www.amazon.in/Tin-Drum-Vintage-War-ebook/dp/B073WQTZ4T/ref=sr_1_1?crid=3AFEVB8HZES33",2,"311;311"
"0099731010","The Vintage Book Of Indian Writing 1947 &#8211; 1997","https://www.amazon.in/Vintage-Book-Indian-Writing-1947/dp/0099731010",1,"311"
"B0923FPMPR","This Life At Play: Memoirs","https://www.amazon.in/This-Life-At-Play-Memoirs-ebook/dp/B0923FPMPR/ref=tmm_kin_swatch_0?_encoding=UTF8",4,"311;311;315;315"
"B07NL8SLFC","Ulysses","https://www.amazon.in/Ulysses-Prometheus-Classics-James-Joyce-ebook/dp/B07NL8SLFC/ref=sr_1_3?crid=3RU1D0GLZRS2K",2,"311;311"
"B00IA3NRAE","Vanity Fair","https://www.amazon.in/Vanity-Fair-Novel-without-Hero-ebook/dp/B00IA3NRAE/ref=sr_1_2?crid=39YTDUKXE6SR2",2,"311;311"
"B002ZJSV78","Ways of Seeing","https://www.amazon.in/Ways-Seeing-Penguin-Modern-Classics-ebook/dp/B002ZJSV78/ref=sr_1_2?crid=AR77WILJ4J3H",4,"311;311;325;325"
"B00AOF8C4M","Why Read the Classics?","https://www.amazon.in/Why-Read-Classics-Penguin-Modern-ebook/dp/B00AOF8C4M/ref=sr_1_2?crid=UWEOETPXUKFX",4,"311;311;318;318"
"B0082XTQHU","Women in Love","https://www.amazon.in/Women-Love-David-Herbert-Lawrence-ebook/dp/B0082XTQHU/ref=sr_1_4?crid=2J7DJSRYMJMS2",2,"311;311"
"9356500347","Saptarangi Korea Ek Anubhav सप्तरंगी कोरिया एक अनुभव","https://www.amazon.in/Saptarangi-Korea-Anubhav-%25E0%25A4%25B8%25E0%25A4%25AA%25E0%25A5%258D%25E0%25A4%25A4%25E0%25A4%25B0%25E0%25A4%2582%25E0%25A4%2597%25E0%25A5%2580-%25E0%25A4%2595%25E0%25A5%258B%25E0%25A4%25B0%25E0%25A4%25BF%25E0%25A4%25AF%25E0%25A4%25BE/dp/9356500347/ref%3Dsr_1_1?crid%3DDI52HKFBAU4N%26keywords%3DSudha%2BHujurbajar-Tumbe%26qid%3D1673204498%26s%3Dbooks%26sprefix%3Dsudha%2Bhujurbajar-tumbe%252Cstripbooks%252C444%26sr%3D1-1",2,"311;311"
"B0B8KWSRSV","Being the Change: In the Footsteps of the Mahatma","https://www.amazon.in/gp/product/B0B8KWSRSV/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i0",2,"312;312"
"B00EKOC0HI","Man&#8217;s Search for Meaning","https://www.amazon.in/Mans-Search-Meaning-classic-Holocaust-ebook/dp/B00EKOC0HI/ref=sr_1_2?crid=22WPNUFJU17Q",2,"312;312"
"B07DG814RQ","Shekhar: A Life","https://www.amazon.in/Shekhar-Life-S-H-Vatsyayan-ebook/dp/B07DG814RQ/ref=sr_1_3?crid=2IMG4BVCCGMCU",2,"312;312"
"B07QHM87PK","Shekhar: Ek Jeevani","https://www.amazon.in/Shekhar-Ek-Jeevani-Set-Vols/dp/B07QHM87PK/ref=sr_1_1?crid=1A8O85A7EVCZA",2,"312;312"
"B0B5LKYKH8","The Life and Times of George Fernandes","https://www.amazon.in/Life-Times-George-Fernandes-ebook/dp/B0B5LKYKH8/ref=sr_1_1?crid=2G63E8MCH391B",4,"312;312;327;327"
"8189877151","Where There is no Doctor","https://www.amazon.in/Where-There-Doctor-Health-Handbook/dp/8189877151/ref=sr_1_1?crid=1VFMAH0ZB969R",2,"312;312"
"B07739K45X","Bara eBook : Ananthamurthy, U.R., Gowda, Chandan: Amazon.in: Kindle Store","https://www.amazon.in/Bara-U-R-Ananthamurthy-ebook/dp/B07739K45X/ref=sr_1_1?crid=2I3VVWADYKE66",2,"313;313"
"B0BS9LT72Z","Missing In Action: Why You Should Care About Public Policy","https://www.amazon.in/Missing-Action-Should-Public-Policy-ebook/dp/B0BS9LT72Z/ref=sr_1_1?crid=HAA001AIXAF",4,"313;313;341;341"
"B0B8JC5Q2P","Samaaj, Sarkaar, Bazaar : A citizen-first approach","https://www.amazon.in/Samaaj-Sarkaar-Bazaar-citizen-first-approach-ebook/dp/B0B8JC5Q2P/ref=sr_1_1?crid=2I82UYY1P42MN",6,"313;313;317;317;318;318"
"B06XXJSZXM","Sea of Poppies","https://www.amazon.in/Sea-Poppies-Amitav-Ghosh-ebook/dp/B06XXJSZXM/ref=sr_1_2?crid=3DXUTF1R9Q3FK",2,"313;313"
"B00LDR38LC","The Moral Arc: How Science Makes Us Better People","https://www.amazon.in/Moral-Arc-Science-Better-People-ebook/dp/B00LDR38LC/ref=sr_1_1?crid=147ZENWOSRG6H",4,"313;313;318;318"
"B07NDNRJZ6","The Third Pillar","https://www.amazon.in/Third-Pillar-Markets-Community-Behind-ebook/dp/B07NDNRJZ6/ref=sr_1_5?crid=283R0XT9147H4",4,"313;313;317;317"
"B01IO0AIOA","A Book of Light","https://www.amazon.in/gp/product/B01IO0AIOA/ref=dbs_a_def_rwt_bibl_vppi_i7",2,"314;314"
"B005FKGUTK","A Clockwork Orange","https://www.amazon.in/Clockwork-Orange-Penguin-Modern-Classics-ebook/dp/B005FKGUTK/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"314;314"
"B00E3UR83A","A Mathematician&#8217;s Apology","https://www.amazon.in/Mathematicians-Apology-Canto-Classics-ebook/dp/B00E3UR83A/ref=sr_1_3?crid=2M0IQZJAQLG1D",2,"314;314"
"9387561445","All About H Hatterr","https://www.amazon.in/All-About-H-Hatterr-Desani/dp/9387561445/ref=sr_1_1?crid=2HD9PNVTE7X9S",2,"314;314"
"B00M43ZYFC","An Unquiet Mind: A Memoir of Moods and Madness","https://www.amazon.in/Unquiet-Mind-Madness-Picador-Classic-ebook/dp/B00M43ZYFC/ref=sr_1_1?crid=GNXIORWPH7QR",2,"314;314"
"B01DY7TFDI","Anna Karenina","https://www.amazon.in/ANNA-KARENINA-Unabridged-Translations-Biographies-ebook/dp/B01DY7TFDI/ref=sr_1_5?crid=2PZ2XSZ3AR9UL",2,"314;314"
"B003UHUMM6","Ariel","https://www.amazon.in/gp/product/B003UHUMM6/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i4",2,"314;314"
"B01M4Q7EKF","Ashad ka Ek Din","https://www.amazon.in/Ashad-ka-Ek-Din-Hindi-ebook/dp/B01M4Q7EKF/ref=sr_1_1?crid=26LP6FK8H95XX",2,"314;314"
"B0106UIUEG","Baluta","https://www.amazon.in/Baluta-Daya-Pawar-ebook/dp/B0106UIUEG/ref=sr_1_1?crid=24TYP2ES8FKU0",2,"314;314"
"B01N6QRN08","Black Beauty","https://www.amazon.in/Black-Beauty-Kindle-Motion-Autobiography-ebook/dp/B01N6QRN08/ref=sr_1_3?crid=1EIOZ9JLVG4JP",4,"314;314;317;317"
"B0748GQTVQ","Bleak House","https://www.amazon.in/gp/product/B0748GQTVQ/ref=dbs_a_def_rwt_bibl_vppi_i4",2,"314;314"
"0143029665","Bombay, Meri Jaan","https://www.amazon.in/Bombay-Meri-Jaan-Jerry-Pinto/dp/0143029665/ref=sr_1_4?crid=1Z4SO2O4M60BG",2,"314;314"
"B06XXJPZ76","City Improbable: Writings on Delhi","https://www.amazon.in/City-Improbable-Writings-Khushwant-Singh-ebook/dp/B06XXJPZ76/ref=sr_1_1?crid=1CCUK11AGXLI4",2,"314;314"
"B06XYPMZJ3","Cobalt Blue","https://www.amazon.in/Cobalt-Blue-Sachin-Kundalkar-ebook/dp/B06XYPMZJ3/ref=sr_1_1?crid=3I050ANVV2X1I",2,"314;314"
"B00BBPVYUS","Darkness Visible: A Memoir of Madness","https://www.amazon.in/Darkness-Visible-Madness-William-Styron-ebook/dp/B00BBPVYUS/ref=sr_1_2?crid=2VK2VCCKELK4F",2,"314;314"
"B09KC51PCP","I Have Not Seen Mandu","https://www.amazon.in/HAVE-SEEN-MANDU-FRACTURED-SOUL-MEMOIR-ebook/dp/B09KC51PCP/ref=sr_1_3?crid=2QXWV727F0GPI",2,"314;314"
"B0791LBSHY","I Heard the Owl Call My Name","https://www.amazon.in/Heard-Owl-Call-My-Name-ebook/dp/B0791LBSHY/ref=sr_1_1?crid=3ET9KAMY7XQQM",2,"314;314"
"B0BSZXX4MY","I am David","https://www.amazon.in/I-am-David-Anne-Holm-ebook/dp/B0BSZXX4MY/ref=sr_1_3?crid=3NA4EAMR3JO7U",2,"314;314"
"B00H279AN2","Johnny Got His Gun","https://www.amazon.in/Johnny-Got-His-Dalton-Trumbo-ebook/dp/B00H279AN2/ref=sr_1_6?crid=1NB5XXTNMAI54",2,"314;314"
"B0713Q72VF","Lady Chatterley&#8217;s Lover","https://www.amazon.com/Lady-Chatterleys-Lover-DH-Lawrence-ebook/dp/B0713Q72VF/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"314;314"
"B0083ZY2LC","Little Dorrit","https://www.amazon.in/gp/product/B0083ZY2LC/ref=dbs_a_def_rwt_bibl_vppi_i14",2,"314;314"
"B07HM84VK4","Madame Bovary","https://www.amazon.in/Madame-Bovary-Gustave-Flaubert-ebook/dp/B07HM84VK4/ref=sr_1_4?crid=2K41ZK5DTWVQ6",2,"314;314"
"B005NHN232","Mr Norris Changes Trains","https://www.amazon.in/Norris-Changes-Trains-Christopher-Isherwood-ebook/dp/B005NHN232/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"314;314"
"B01NA0G95B","Murder in Mahim","https://www.amazon.in/gp/product/B01NA0G95B/ref=dbs_a_def_rwt_bibl_vppi_i4",4,"314;314;320;320"
"B0984J9Y49","My Experiments With Truth","http://amazon.in/My-Experiments-Truth-Gandhi-Autobiography-ebook/dp/B0984J9Y49/ref=sr_1_10?keywords=my+experiments+with+truth",2,"314;314"
"B00JUS9BVW","On Hinduism","https://www.amazon.in/Hinduism-Wendy-Doniger-ebook/dp/B00JUS9BVW/ref=sr_1_3?crid=R8HEYJ25GTWV",4,"314;314;315;315"
"B06XXY491X","Orientalism","https://www.amazon.in/Orientalism-Western-Conceptions-Edward-Said-ebook/dp/B06XXY491X/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"314;314"
"812671011X","Parsai Rachanawali","https://www.amazon.in/Parsai-Rachanawali-Vol-1-6-Harishankar/dp/812671011X",1,"314"
"B002RI9YNW","Summer of My German Soldier","https://www.amazon.in/Summer-German-Soldier-Teenage-Fiction-ebook/dp/B002RI9YNW/ref=sr_1_2?crid=LKHKO48B457K",2,"314;314"
"B06XYPR77J","Surviving Men","https://www.amazon.in/Surviving-Men-Smart-Womenss-Staying-ebook/dp/B06XYPR77J/ref=sr_1_4?crid=21EZ70DJVA7PX",2,"314;314"
"0140287159","Surviving Men","https://www.amazon.in/Surviving-Women-Jerry-Pinto/dp/0140287159/ref=sr_1_1?keywords=surviving+women+jerry+pinto",2,"314;314"
"B002RI91K8","Tales from Firozsha Baag","https://www.amazon.in/gp/product/B002RI91K8/ref=dbs_a_def_rwt_bibl_vppi_i1",2,"314;314"
"B06XYQBHZV","The Absent Traveller","https://www.amazon.in/Absent-Traveller-Pr%C4%81krit-G%C4%81th%C4%81sapta%C5%9Bat%C4%AB-S%C4%81tav%C4%81hana-ebook/dp/B06XYQBHZV/ref=sr_1_3?crid=3NZJ1W4ZGHND5",2,"314;314"
"B074MHHTZG","The Count of Monte Cristo","https://www.amazon.in/COUNT-MONTE-CRISTO-Original-Illustrations-ebook/dp/B074MHHTZG/ref=sr_1_5?crid=E956MUW1GK2L",2,"314;314"
"B002RI92ZC","The Diary of Lady Murasaki","https://www.amazon.in/Diary-Lady-Murasaki-Penguin-Classics-ebook/dp/B002RI92ZC/ref=sr_1_2?keywords=lady+murasaki",2,"314;314"
"B0B9S21G28","The Education of Yuri","https://www.amazon.in/gp/product/B0B9S21G28/ref=dbs_a_def_rwt_bibl_vppi_i1",2,"314;314"
"B07WJJFNMB","The Essays of GK Chesterton","https://www.amazon.in/Essays-G-K-Chesterton-Collection-ebook/dp/B07WJJFNMB/ref=sr_1_7?crid=1WXJK6A1Y1Z64",2,"314;314"
"B00RP54L08","The Essential Kabir","https://www.amazon.in/ESSENTIAL-KABIR-Arvind-Krishna-Mehrotra/dp/B00RP54L08/ref=sr_1_2?crid=30GOLG1KZR1LQ",2,"314;314"
"B0189YW06U","The Hindus","https://www.amazon.in/Hindus-Alternative-History-Wendy-Doniger-ebook/dp/B0189YW06U/ref=sr_1_2?crid=R8HEYJ25GTWV",4,"314;314;315;315"
"B002RI9ZTK","The History Boys","https://www.amazon.in/History-Boys-Alan-Bennett-ebook/dp/B002RI9ZTK/ref=sr_1_3?crid=1ZIB9QR6B1TMT",4,"314;314;319;319"
"B002RI9ZY0","The Hobbit","https://www.amazon.in/Hobbit-J-R-Tolkien-ebook/dp/B002RI9ZY0/ref=sr_1_3?crid=X4SVX32XEVV6",2,"314;314"
"B006FT86D8","The Lives of the Poets","https://www.amazon.in/Lives-Poets-Selection-Oxford-Classics-ebook/dp/B006FT86D8/ref=sr_1_3?crid=1K8WC2K96XSBC",2,"314;314"
"B002RI97V6","The Pillow Book","https://www.amazon.in/Pillow-Book-Penguin-Classics-ebook/dp/B002RI97V6/ref=sr_1_1?crid=5VZG1N69KK0R",2,"314;314"
"B015MQS1Y8","The Saturdays","https://www.amazon.in/Saturdays-Melendy-Quartet-Book-ebook/dp/B015MQS1Y8/ref=sr_1_5?crid=12UT03R0CIULO",2,"314;314"
"B004GKMU3A","The War Against Cliche","https://www.amazon.in/gp/product/B004GKMU3A/ref=dbs_a_def_rwt_bibl_vppi_i10",4,"314;314;328;328"
"B08L5RTMBP","Thinking Better: The Art of the Shortcut","https://www.amazon.in/Thinking-Better-Shortcut-Marcus-Sautoy-ebook/dp/B08L5RTMBP/ref=sr_1_1?crid=1Q1BNL2UTZ0P9",2,"314;314"
"B003QCKNGU","1968: The Year that Rocked the World","https://www.amazon.in/1968-Year-that-Rocked-World-ebook/dp/B003QCKNGU/ref=sr_1_11?crid=5UML892RSS8Q",2,"315;315"
"B08ZJMH6TK","Bengali","https://www.amazon.in/Kritvashi-Ramayana-Bengali-Press-Gorakhpur/dp/B08ZJMH6TK/ref=sr_1_4?crid=V2CKEY3CYXWX",2,"315;315"
"B009468J9U","Dharma: Dimensions of Asian Spirituality","https://www.amazon.in/Dharma-Dimensions-Asian-Spirituality-Hiltebeitel-ebook/dp/B009468J9U/ref=sr_1_4?keywords=alf+hiltebeitel",2,"315;315"
"B082P141KF","English","https://www.amazon.in/Ramcharitmanas-1-Tulsidas-ebook/dp/B082P141KF/ref=sr_1_8?crid=1A9H1W7NGKR0J",2,"315;315"
"B06Y4ZDMLS","Hindi","https://www.amazon.in/Ramcharitmanas-Hindi-Tulsidas-ebook/dp/B06Y4ZDMLS/ref=sr_1_2?crid=1A9H1W7NGKR0J",2,"315;315"
"B07XVDV7HJ","Lost Loves: Exploring Rama&#8217;s Anguish","https://www.amazon.in/gp/product/B07XVDV7HJ/ref=dbs_a_def_rwt_bibl_vppi_i6",2,"315;315"
"B087TG69FD","Maryada: Searching for Dharma in the Ramayana","https://www.amazon.in/gp/product/B087TG69FD/ref=dbs_a_def_rwt_bibl_vppi_i3",2,"315;315"
"B00KYXY040","Shoodhra Tapasvi","https://www.amazon.in/Shoodhra-Tapasvi-M-K-Jayalakshmi-Kuvempu/dp/B00KYXY040",1,"315"
"B006OHAJHM","The Door","https://www.amazon.in/Door-Vintage-Classics-Magda-Szab%C3%B3-ebook/dp/B006OHAJHM/ref=sr_1_1?crid=6KJFARXH0BDT",2,"315;315"
"B07VN4J15X","The Iliad","https://www.amazon.in/Iliad-Homer-ebook/dp/B07VN4J15X/ref=sr_1_3?crid=1JCWJFRW1A39S",2,"315;315"
"B06XYQ82PB","The Kamba Ramayana","https://www.amazon.in/Kamba-Ramayana-P-S-Sundaram-ebook/dp/B06XYQ82PB/ref=sr_1_1?crid=1I7CM523PQT67",2,"315;315"
"B00OHU5ILK","The Missing Queen","https://www.amazon.in/Missing-Queen-Samhita-Arni-ebook/dp/B00OHU5ILK/ref=sr_1_1?crid=1P383C769MV7M",2,"315;315"
"8120803868","The Origins of Evil in Hindu Mythology","https://www.amazon.in/Origins-Evil-Hindu-Mythology/dp/8120803868/ref=sr_1_1?crid=2J3WSS8JZYNY1",2,"315;315"
"B07WRW6NBX","Valmiki&#8217;s Ramayana","https://www.amazon.in/gp/product/B07WRW6NBX/ref=dbs_a_def_rwt_bibl_vppi_i2",2,"315;315"
"B07X3DH41F","Four Thousand Weeks","https://www.amazon.in/Four-Thousand-Weeks-Time-How-ebook/dp/B07X3DH41F/ref=sr_1_1?crid=3G50F5CVKU3E5",2,"316;316"
"1592402690","Here, There and Everywhere","https://www.amazon.in/gp/product/1592402690/ref=dbs_a_def_rwt_hsch_vamf_taft_p1_i0",2,"316;316"
"B006RXPX88","New York Stories","https://www.amazon.com/New-York-Stories-Woody-Allen/dp/B006RXPX88",1,"316"
"B003AYZBM0","The Beach","https://www.amazon.in/Beach-Alex-Garland-ebook/dp/B003AYZBM0/ref=sr_1_5?crid=3O9SKF077N5YO",2,"316;316"
