Episode Number,Episode Title,Episode Date,ASIN,Book Title,Amazon Link,Episode URL
129,"Budget Bollywood Badmaashi",2019-07-15,"B071R9JQJ5","Amazon Book Link","https://www.amazon.in/Law-Fr%C3%A9d%C3%A9ric-Bastiat-ebook/dp/B071R9JQJ5/ref=sr_1_1?keywords=bastiat","https://seenunseen.in/episodes/2019/7/15/episode-129-budget-bollywood-badmaashi/"
130,"Demystifying Gdp",2019-07-22,"B00AR0X7W6","Amazon Book Link","https://www.amazon.in/Gross-Domestic-Problem-Politics-Controversies-ebook/dp/B00AR0X7W6/ref=sr_1_3?keywords=Fioramonti+economic+controversies","https://seenunseen.in/episodes/2019/7/22/episode-130-demystifying-gdp/"
130,"Demystifying Gdp",2019-07-22,"B01EB74DFU","Amazon Book Link","https://www.amazon.in/Power-Single-Number-Political-History-ebook/dp/B01EB74DFU/ref=sr_1_1?keywords=Philipp+Lepenies","https://seenunseen.in/episodes/2019/7/22/episode-130-demystifying-gdp/"
130,"Demystifying Gdp",2019-07-22,"0691169853","Amazon Book Link","https://www.amazon.in/GDP-Affectionate-History-Revised-expanded/dp/0691169853/ref=sr_1_1?keywords=diane+coyle","https://seenunseen.in/episodes/2019/7/22/episode-130-demystifying-gdp/"
131,"Political Ideology In India",2019-07-29,"131660120X","Amazon Book Link","https://www.amazon.in/Religious-Practice-Democracy-Pradeep-Chhibber/dp/131660120X/ref=sr_1_2?keywords=pradeep+chhibber","https://seenunseen.in/episodes/2019/7/29/episode-131-political-ideology-in-india/"
131,"Political Ideology In India",2019-07-29,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2019/7/29/episode-131-political-ideology-in-india/"
180,"Elite Imitation In Public Policy",2020-07-05,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2020/7/5/episode-180-elite-imitation-in-public-policy/"
180,"Elite Imitation In Public Policy",2020-07-05,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2020/7/5/episode-180-elite-imitation-in-public-policy/"
196,"The Importance Of Data Journalism",2020-10-25,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2020/10/25/episode-196-the-importance-of-data-journalism/"
196,"The Importance Of Data Journalism",2020-10-25,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2020/10/25/episode-196-the-importance-of-data-journalism/"
248,"The Decline Of The Congress",2021-10-25,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2021/10/25/episode-248-the-decline-of-the-congress/"
248,"The Decline Of The Congress",2021-10-25,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2021/10/25/episode-248-the-decline-of-the-congress/"
261,"Rukmini Sees Indias Multitudes",2022-01-24,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2022/1/24/episode-261-rukmini-sees-indias-multitudes/"
261,"Rukmini Sees Indias Multitudes",2022-01-24,"B07GSDQQZX","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Ideology-Identity-Changing-Party-Systems-ebook/dp/B07GSDQQZX/ref=sr_1_1?crid=2KAOB93SFOQKR","https://seenunseen.in/episodes/2022/1/24/episode-261-rukmini-sees-indias-multitudes/"
133,"Fighting Fake News",2019-08-12,"935302837X","Amazon Book Link","https://www.amazon.in/India-Misinformed-Story-P-Sinha/dp/935302837X/ref=sr_1_1?keywords=fake+news","https://seenunseen.in/episodes/2019/8/12/episode-133-fighting-fake-news/"
133,"Fighting Fake News",2019-08-12,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2019/8/12/episode-133-fighting-fake-news/"
214,"Raghu Sanjaylal Jaitleys Fathers Scooter",2021-02-28,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2021/2/28/episode-214-raghu-sanjaylal-jaitleys-fathers-scooter/"
214,"Raghu Sanjaylal Jaitleys Fathers Scooter",2021-02-28,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2021/2/28/episode-214-raghu-sanjaylal-jaitleys-fathers-scooter/"
236,"The Life And Times Of Vir Sanghvi",2021-08-02,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2021/8/2/episode-236-the-life-and-times-of-vir-sanghvi/"
236,"The Life And Times Of Vir Sanghvi",2021-08-02,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2021/8/2/episode-236-the-life-and-times-of-vir-sanghvi/"
323,"Svb Banking And The State Of The Economy",2023-04-03,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2023/4/3/episode-323-svb-banking-and-the-state-of-the-economy/"
323,"Svb Banking And The State Of The Economy",2023-04-03,"B015P4F71W","Public Opinion","https://www.amazon.in/Public-Opinion-Walter-Lippmann-ebook/dp/B015P4F71W/ref=sr_1_1?keywords=public+opinion","https://seenunseen.in/episodes/2023/4/3/episode-323-svb-banking-and-the-state-of-the-economy/"
134,"Kashmir And Article 370",2019-08-19,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2019/8/19/episode-134-kashmir-and-article-370/"
175,"The Indian Armed Forces",2020-05-31,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2020/5/31/episode-175-the-indian-armed-forces/"
175,"The Indian Armed Forces",2020-05-31,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2020/5/31/episode-175-the-indian-armed-forces/"
219,"Keeping India Safe",2021-04-04,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2021/4/4/episode-219-keeping-india-safe/"
219,"Keeping India Safe",2021-04-04,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2021/4/4/episode-219-keeping-india-safe/"
242,"Indias Security State",2021-09-13,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2021/9/13/episode-242-indias-security-state/"
242,"Indias Security State",2021-09-13,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2021/9/13/episode-242-indias-security-state/"
281,"From Cairo To Delhi With Max Rodenbeck",2022-06-13,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2022/6/13/episode-281-from-cairo-to-delhi-with-max-rodenbeck/"
281,"From Cairo To Delhi With Max Rodenbeck",2022-06-13,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2022/6/13/episode-281-from-cairo-to-delhi-with-max-rodenbeck/"
318,"The Liberal Nationalism Of Nitin Pai",2023-02-27,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2023/2/27/episode-318-the-liberal-nationalism-of-nitin-pai/"
318,"The Liberal Nationalism Of Nitin Pai",2023-02-27,"B07FYPQ77K","sr=8-1"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www","https://www.amazon.in/Generation-Rage-Kashmir-David-Devadas-ebook/dp/B07FYPQ77K/ref=sr_1_1?keywords=david+devadas","https://seenunseen.in/episodes/2023/2/27/episode-318-the-liberal-nationalism-of-nitin-pai/"
134,"Kashmir And Article 370",2019-08-19,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2019/8/19/episode-134-kashmir-and-article-370/"
179,"The Plight Of Our Street Vendors",2020-06-28,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2020/6/28/episode-179-the-plight-of-our-street-vendors/"
179,"The Plight Of Our Street Vendors",2020-06-28,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2020/6/28/episode-179-the-plight-of-our-street-vendors/"
228,"The Kavita Krishnan Files",2021-06-06,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2021/6/6/episode-228-the-kavita-krishnan-files/"
228,"The Kavita Krishnan Files",2021-06-06,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2021/6/6/episode-228-the-kavita-krishnan-files/"
253,"Our Parliament And Our Democracy",2021-11-29,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2021/11/29/episode-253-our-parliament-and-our-democracy/"
253,"Our Parliament And Our Democracy",2021-11-29,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2021/11/29/episode-253-our-parliament-and-our-democracy/"
268,"Russia Ukraine Foreign Policy",2022-03-14,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/3/14/episode-268-russia-ukraine-foreign-policy/"
268,"Russia Ukraine Foreign Policy",2022-03-14,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/3/14/episode-268-russia-ukraine-foreign-policy/"
270,"Aakar Patel Is Full Of Hope",2022-03-28,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/3/28/episode-270-aakar-patel-is-full-of-hope/"
270,"Aakar Patel Is Full Of Hope",2022-03-28,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/3/28/episode-270-aakar-patel-is-full-of-hope/"
302,"The Life And Times Of Teesta Setalvad",2022-11-07,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/11/7/episode-302-the-life-and-times-of-teesta-setalvad/"
302,"The Life And Times Of Teesta Setalvad",2022-11-07,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/11/7/episode-302-the-life-and-times-of-teesta-setalvad/"
306,"The History Of The Planning Commission",2022-12-05,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/12/5/episode-306-the-history-of-the-planning-commission/"
306,"The History Of The Planning Commission",2022-12-05,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2022/12/5/episode-306-the-history-of-the-planning-commission/"
313,"The Long Road From Neeyat To Neeti",2023-01-23,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2023/1/23/episode-313-the-long-road-from-neeyat-to-neeti/"
313,"The Long Road From Neeyat To Neeti",2023-01-23,"0691192553","A People&#8217;s Constitution","https://www.amazon.in/Peoples-Constitution-Rohit/dp/0691192553/ref=sr_1_1?keywords=rohit+De","https://seenunseen.in/episodes/2023/1/23/episode-313-the-long-road-from-neeyat-to-neeti/"
134,"Kashmir And Article 370",2019-08-19,"8178243202","War and Peace in Modern India","https://www.amazon.in/Peace-Modern-India-Srinath-Raghavan/dp/8178243202/ref=sr_1_6?keywords=srinath+raghavan","https://seenunseen.in/episodes/2019/8/19/episode-134-kashmir-and-article-370/"
181,"The Dragon And The Elephant",2020-07-12,"8178243202","War and Peace in Modern India","https://www.amazon.in/Peace-Modern-India-Srinath-Raghavan/dp/8178243202/ref=sr_1_6?keywords=srinath+raghavan","https://seenunseen.in/episodes/2020/7/12/episode-181-the-dragon-and-the-elephant/"
181,"The Dragon And The Elephant",2020-07-12,"8178243202","War and Peace in Modern India","https://www.amazon.in/Peace-Modern-India-Srinath-Raghavan/dp/8178243202/ref=sr_1_6?keywords=srinath+raghavan","https://seenunseen.in/episodes/2020/7/12/episode-181-the-dragon-and-the-elephant/"
219,"Keeping India Safe",2021-04-04,"8178243202","War and Peace in Modern India","https://www.amazon.in/Peace-Modern-India-Srinath-Raghavan/dp/8178243202/ref=sr_1_6?keywords=srinath+raghavan","https://seenunseen.in/episodes/2021/4/4/episode-219-keeping-india-safe/"
219,"Keeping India Safe",2021-04-04,"8178243202","War and Peace in Modern India","https://www.amazon.in/Peace-Modern-India-Srinath-Raghavan/dp/8178243202/ref=sr_1_6?keywords=srinath+raghavan","https://seenunseen.in/episodes/2021/4/4/episode-219-keeping-india-safe/"
134,"Kashmir And Article 370",2019-08-19,"B0746LB4N3","Amazon Book Link","https://www.amazon.in/370-Constitutional-History-Jammu-Kashmir-ebook/dp/B0746LB4N3/ref=tmm_kin_swatch_0?_encoding=UTF8","https://seenunseen.in/episodes/2019/8/19/episode-134-kashmir-and-article-370/"
137,"Indian Society The Last 30 Years",2019-09-09,"B0096QYOLA","Amazon Book Link","https://www.amazon.in/Mother-Pious-Lady-Making-Everyday-ebook/dp/B0096QYOLA/ref=sr_1_1?keywords=santosh+desai","https://seenunseen.in/episodes/2019/9/9/episode-137-indian-society-the-last-30-years/"
139,"The Gita Press And Hindu Nationalism",2019-09-23,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2019/9/23/episode-139-the-gita-press-and-hindu-nationalism/"
163,"Who Broke Our Republic",2020-03-08,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2020/3/8/episode-163-who-broke-our-republic/"
163,"Who Broke Our Republic",2020-03-08,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2020/3/8/episode-163-who-broke-our-republic/"
215,"A Writer Learns To See",2021-03-07,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/3/7/episode-215-a-writer-learns-to-see/"
215,"A Writer Learns To See",2021-03-07,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/3/7/episode-215-a-writer-learns-to-see/"
228,"The Kavita Krishnan Files",2021-06-06,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/6/6/episode-228-the-kavita-krishnan-files/"
228,"The Kavita Krishnan Files",2021-06-06,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/6/6/episode-228-the-kavita-krishnan-files/"
242,"Indias Security State",2021-09-13,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/9/13/episode-242-indias-security-state/"
242,"Indias Security State",2021-09-13,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/9/13/episode-242-indias-security-state/"
255,"Sara Rai Inhales Literature",2021-12-13,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/12/13/episode-255-sara-rai-inhales-literature/"
255,"Sara Rai Inhales Literature",2021-12-13,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2021/12/13/episode-255-sara-rai-inhales-literature/"
266,"Ram Guha Reflects On His Life",2022-02-28,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/2/28/episode-266-ram-guha-reflects-on-his-life/"
266,"Ram Guha Reflects On His Life",2022-02-28,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/2/28/episode-266-ram-guha-reflects-on-his-life/"
268,"Russia Ukraine Foreign Policy",2022-03-14,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/3/14/episode-268-russia-ukraine-foreign-policy/"
268,"Russia Ukraine Foreign Policy",2022-03-14,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/3/14/episode-268-russia-ukraine-foreign-policy/"
270,"Aakar Patel Is Full Of Hope",2022-03-28,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/3/28/episode-270-aakar-patel-is-full-of-hope/"
270,"Aakar Patel Is Full Of Hope",2022-03-28,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/3/28/episode-270-aakar-patel-is-full-of-hope/"
275,"Hussain Haidry Hindustani Musalmaan",2022-05-02,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/5/2/episode-275-hussain-haidry-hindustani-musalmaan/"
275,"Hussain Haidry Hindustani Musalmaan",2022-05-02,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/5/2/episode-275-hussain-haidry-hindustani-musalmaan/"
276,"The Incredible Curiosities Of Mukulika Banerjee",2022-05-09,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/5/9/episode-276-the-incredible-curiosities-of-mukulika-banerjee/"
276,"The Incredible Curiosities Of Mukulika Banerjee",2022-05-09,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/5/9/episode-276-the-incredible-curiosities-of-mukulika-banerjee/"
283,"The Forgotten Greatness Of Pv Narasimha Rao",2022-06-27,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/6/27/episode-283-the-forgotten-greatness-of-pv-narasimha-rao/"
283,"The Forgotten Greatness Of Pv Narasimha Rao",2022-06-27,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/6/27/episode-283-the-forgotten-greatness-of-pv-narasimha-rao/"
284,"The Life And Times Of Nilanjana Roy",2022-07-04,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/7/4/episode-284-the-life-and-times-of-nilanjana-roy/"
284,"The Life And Times Of Nilanjana Roy",2022-07-04,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/7/4/episode-284-the-life-and-times-of-nilanjana-roy/"
286,"Pradeep Magazine Replays His Life",2022-07-18,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/7/18/episode-286-pradeep-magazine-replays-his-life/"
286,"Pradeep Magazine Replays His Life",2022-07-18,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/7/18/episode-286-pradeep-magazine-replays-his-life/"
301,"Natasha Badhwar Lives The Examined Life",2022-10-31,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/10/31/episode-301-natasha-badhwar-lives-the-examined-life/"
301,"Natasha Badhwar Lives The Examined Life",2022-10-31,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/10/31/episode-301-natasha-badhwar-lives-the-examined-life/"
302,"The Life And Times Of Teesta Setalvad",2022-11-07,"B074Q756P1","Gita Press and the Making of Hindu India","https://www.amazon.in/Gita-Press-Making-Hindu-India-ebook/dp/B074Q756P1/ref=sr_1_1?keywords=akshaya+mukul","https://seenunseen.in/episodes/2022/11/7/episode-302-the-life-and-times-of-teesta-setalvad/"
